,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
51,0.0103,https://api.spotify.com/v1/audio-analysis/2m1hi0nfMR9vdGC8UcrnwU,0.434,167067,0.897,2m1hi0nfMR9vdGC8UcrnwU,0.0,0,0.612,-4.918,1,0.0488,148.726,4,https://api.spotify.com/v1/tracks/2m1hi0nfMR9vdGC8UcrnwU,audio_features,spotify:track:2m1hi0nfMR9vdGC8UcrnwU,0.684
52,0.927,https://api.spotify.com/v1/audio-analysis/3AwLPoRTS7GNMTEb6UjAbw,0.161,158575,0.103,3AwLPoRTS7GNMTEb6UjAbw,0.946,1,0.103,-21.268,1,0.0408,75.659,4,https://api.spotify.com/v1/tracks/3AwLPoRTS7GNMTEb6UjAbw,audio_features,spotify:track:3AwLPoRTS7GNMTEb6UjAbw,0.11
53,0.984,https://api.spotify.com/v1/audio-analysis/6QwIOw9v3UjRxIjVLVrKzs,0.65,137000,0.0913,6QwIOw9v3UjRxIjVLVrKzs,0.000398,5,0.108,-22.414,1,0.0596,80.13,4,https://api.spotify.com/v1/tracks/6QwIOw9v3UjRxIjVLVrKzs,audio_features,spotify:track:6QwIOw9v3UjRxIjVLVrKzs,0.59
54,0.065,https://api.spotify.com/v1/audio-analysis/7vJS1DPc3FzBtqBs8n3mW5,0.727,171840,0.583,7vJS1DPc3FzBtqBs8n3mW5,0.0,7,0.106,-7.385,0,0.0718,147.983,4,https://api.spotify.com/v1/tracks/7vJS1DPc3FzBtqBs8n3mW5,audio_features,spotify:track:7vJS1DPc3FzBtqBs8n3mW5,0.629
55,0.137,https://api.spotify.com/v1/audio-analysis/0YammaEkYSeo9vQYZ1OwS6,0.703,198947,0.66,0YammaEkYSeo9vQYZ1OwS6,0.0,10,0.192,-5.119,0,0.123,95.031,4,https://api.spotify.com/v1/tracks/0YammaEkYSeo9vQYZ1OwS6,audio_features,spotify:track:0YammaEkYSeo9vQYZ1OwS6,0.79
56,0.291,https://api.spotify.com/v1/audio-analysis/3KIUKvwteP1HFA5UcvvL11,0.699,185427,0.477,3KIUKvwteP1HFA5UcvvL11,0.0,2,0.164,-9.339,1,0.031,118.382,4,https://api.spotify.com/v1/tracks/3KIUKvwteP1HFA5UcvvL11,audio_features,spotify:track:3KIUKvwteP1HFA5UcvvL11,0.83
57,0.0512,https://api.spotify.com/v1/audio-analysis/1nZkrUFLq265za9lofFO3p,0.848,291707,0.691,1nZkrUFLq265za9lofFO3p,0.00803,7,0.0723,-6.775,1,0.093,92.996,4,https://api.spotify.com/v1/tracks/1nZkrUFLq265za9lofFO3p,audio_features,spotify:track:1nZkrUFLq265za9lofFO3p,0.922
58,0.162,https://api.spotify.com/v1/audio-analysis/31U1AufgZfE2XRJB4D6otD,0.626,151573,0.581,31U1AufgZfE2XRJB4D6otD,0.0,7,0.125,-5.017,1,0.0859,77.526,4,https://api.spotify.com/v1/tracks/31U1AufgZfE2XRJB4D6otD,audio_features,spotify:track:31U1AufgZfE2XRJB4D6otD,0.229
59,0.0746,https://api.spotify.com/v1/audio-analysis/6WE7jSshLCuVKoCmobVKVf,0.403,254133,0.709,6WE7jSshLCuVKoCmobVKVf,0.494,9,0.132,-9.366,1,0.0885,97.161,4,https://api.spotify.com/v1/tracks/6WE7jSshLCuVKoCmobVKVf,audio_features,spotify:track:6WE7jSshLCuVKoCmobVKVf,0.654
60,0.0154,https://api.spotify.com/v1/audio-analysis/6oJ6le65B3SEqPwMRNXWjY,0.693,228267,0.678,6oJ6le65B3SEqPwMRNXWjY,6.05e-06,8,0.101,-7.159,1,0.0324,103.952,4,https://api.spotify.com/v1/tracks/6oJ6le65B3SEqPwMRNXWjY,audio_features,spotify:track:6oJ6le65B3SEqPwMRNXWjY,0.404
61,0.00302,https://api.spotify.com/v1/audio-analysis/0wwPcA6wtMf6HUMpIRdeP7,0.903,267067,0.621,0wwPcA6wtMf6HUMpIRdeP7,0.000186,2,0.0504,-8.132,1,0.0578,134.969,4,https://api.spotify.com/v1/tracks/0wwPcA6wtMf6HUMpIRdeP7,audio_features,spotify:track:0wwPcA6wtMf6HUMpIRdeP7,0.553
62,0.0692,https://api.spotify.com/v1/audio-analysis/59xpdlaIK1l5hiYP1KsBxK,0.827,233907,0.783,59xpdlaIK1l5hiYP1KsBxK,0.0,9,0.628,-3.918,0,0.0869,117.934,4,https://api.spotify.com/v1/tracks/59xpdlaIK1l5hiYP1KsBxK,audio_features,spotify:track:59xpdlaIK1l5hiYP1KsBxK,0.832
63,0.985,https://api.spotify.com/v1/audio-analysis/27yrt4ZgZ9ipfbndTyTwsV,0.202,143478,0.0023,27yrt4ZgZ9ipfbndTyTwsV,0.964,1,0.118,-30.487,1,0.0367,71.601,4,https://api.spotify.com/v1/tracks/27yrt4ZgZ9ipfbndTyTwsV,audio_features,spotify:track:27yrt4ZgZ9ipfbndTyTwsV,0.0441
64,0.563,https://api.spotify.com/v1/audio-analysis/2Encv0ig5W29JZ30hQgn6o,0.432,652440,0.345,2Encv0ig5W29JZ30hQgn6o,0.128,1,0.125,-18.05,1,0.0367,132.969,4,https://api.spotify.com/v1/tracks/2Encv0ig5W29JZ30hQgn6o,audio_features,spotify:track:2Encv0ig5W29JZ30hQgn6o,0.247
65,0.11,https://api.spotify.com/v1/audio-analysis/5qmq61DAAOUaW8AUo8xKhh,0.715,173325,0.624,5qmq61DAAOUaW8AUo8xKhh,0.0,4,0.123,-3.046,0,0.114,158.087,4,https://api.spotify.com/v1/tracks/5qmq61DAAOUaW8AUo8xKhh,audio_features,spotify:track:5qmq61DAAOUaW8AUo8xKhh,0.412
66,0.000192,https://api.spotify.com/v1/audio-analysis/4jCWcK6PhbnzOCAFJEztUm,0.623,226227,0.898,4jCWcK6PhbnzOCAFJEztUm,0.303,4,0.138,-6.604,0,0.0309,130.993,4,https://api.spotify.com/v1/tracks/4jCWcK6PhbnzOCAFJEztUm,audio_features,spotify:track:4jCWcK6PhbnzOCAFJEztUm,0.786
67,0.243,https://api.spotify.com/v1/audio-analysis/6t8JpJtI0PgVRSuMDGWZlH,0.83,365800,0.414,6t8JpJtI0PgVRSuMDGWZlH,0.0,9,0.627,-11.136,0,0.197,99.234,4,https://api.spotify.com/v1/tracks/6t8JpJtI0PgVRSuMDGWZlH,audio_features,spotify:track:6t8JpJtI0PgVRSuMDGWZlH,0.556
68,0.266,https://api.spotify.com/v1/audio-analysis/0oe5azXyeQ3xyRXcuJZaq8,0.743,269040,0.61,0oe5azXyeQ3xyRXcuJZaq8,0.0,5,0.0835,-8.282,0,0.123,92.04,4,https://api.spotify.com/v1/tracks/0oe5azXyeQ3xyRXcuJZaq8,audio_features,spotify:track:0oe5azXyeQ3xyRXcuJZaq8,0.757
69,0.544,https://api.spotify.com/v1/audio-analysis/07ZIrtR00m3t9AcmeRZ7vQ,0.388,273493,0.66,07ZIrtR00m3t9AcmeRZ7vQ,4.09e-06,8,0.141,-6.303,1,0.0289,96.036,3,https://api.spotify.com/v1/tracks/07ZIrtR00m3t9AcmeRZ7vQ,audio_features,spotify:track:07ZIrtR00m3t9AcmeRZ7vQ,0.655
70,0.737,https://api.spotify.com/v1/audio-analysis/41zXlQxzTi6cGAjpOXyLYH,0.483,203569,0.412,41zXlQxzTi6cGAjpOXyLYH,0.0,7,0.116,-8.461,1,0.0402,170.163,3,https://api.spotify.com/v1/tracks/41zXlQxzTi6cGAjpOXyLYH,audio_features,spotify:track:41zXlQxzTi6cGAjpOXyLYH,0.247
71,0.498,https://api.spotify.com/v1/audio-analysis/5oVaDKgGAH1GOlUa10WT5t,0.586,205173,0.693,5oVaDKgGAH1GOlUa10WT5t,0.0,6,0.283,-6.047,0,0.0363,117.399,4,https://api.spotify.com/v1/tracks/5oVaDKgGAH1GOlUa10WT5t,audio_features,spotify:track:5oVaDKgGAH1GOlUa10WT5t,0.472
72,0.058,https://api.spotify.com/v1/audio-analysis/1D3tgMuJxzaZJMJs8yFVYJ,0.608,185558,0.952,1D3tgMuJxzaZJMJs8yFVYJ,1.51e-05,8,0.508,-4.296,0,0.0506,122.132,4,https://api.spotify.com/v1/tracks/1D3tgMuJxzaZJMJs8yFVYJ,audio_features,spotify:track:1D3tgMuJxzaZJMJs8yFVYJ,0.564
